SimNo,ExtThrs,FlexThrs,Prop0,Prop1,Prop2,Prop3,Prop4,Prop5,Prop6,Prop7,Prop8,Prop9,Prop10,Prop11,Prop12,Prop13,Prop14,Prop15,Prop16,Prop17,Prop18,Prop19,Prop20,Prop21,Prop22
100,0.25,0,1,0.9620253,0.9493671,0.9367089,0.9113924,0.8987342,0.8860759,0.7974684,0.7721519,0.7088608,0.6708861,0.6455696,0.6075949,0.5696203,0.4177215,0.3164557,0.2405063,0.2151899,0.1772152,0.1012658,0.07594937,0.05063291,0
101,0.25,0,1,0.9746835,0.9620253,0.9367089,0.9113924,0.8860759,0.835443,0.8227848,0.7341772,0.7088608,0.6835443,0.5949367,0.3670886,0.3291139,0.3037975,0.278481,0.2151899,0.2025316,0.1772152,0.164557,0.1139241,0.07594937,0
102,0.25,0,1,0.9746835,0.9493671,0.9367089,0.8987342,0.7468354,0.721519,0.7088608,0.6202532,0.556962,0.5443038,0.5189873,0.4810127,0.4556962,0.4303797,0.3924051,0.3670886,0.2911392,0.2658228,0.2278481,0.164557,0.05063291,0
103,0.25,0,1,0.9873418,0.9746835,0.9493671,0.9367089,0.9113924,0.8860759,0.721519,0.6202532,0.556962,0.5316456,0.4936709,0.4810127,0.443038,0.4050633,0.3797468,0.3544304,0.3164557,0.2911392,0.2405063,0.1265823,0.08860759,0
104,0.25,0,1,0.9873418,0.8987342,0.8734177,0.8481013,0.7721519,0.7088608,0.6835443,0.6582278,0.6329114,0.5696203,0.556962,0.5316456,0.5063291,0.4683544,0.4303797,0.3544304,0.3291139,0.1265823,0.1012658,0.05063291,0.02531646,0
105,0.25,0,1,0.8481013,0.8101266,0.721519,0.6329114,0.6075949,0.5822785,0.5696203,0.5443038,0.5189873,0.4936709,0.4810127,0.4556962,0.3417722,0.3164557,0.2658228,0.2405063,0.1898734,0.1518987,0.1265823,0.08860759,0.05063291,0
106,0.25,0,1,0.8481013,0.8227848,0.8101266,0.7848101,0.7594937,0.7341772,0.7088608,0.5949367,0.5696203,0.4683544,0.3924051,0.3417722,0.3037975,0.278481,0.2405063,0.2025316,0.1772152,0.1518987,0.1265823,0.06329114,0.03797468,0
107,0.25,0,1,0.9746835,0.9493671,0.9240506,0.8987342,0.8860759,0.8607595,0.8481013,0.835443,0.6835443,0.6582278,0.5822785,0.556962,0.5189873,0.5063291,0.4050633,0.3797468,0.3544304,0.3037975,0.2405063,0.1898734,0.07594937,0
108,0.25,0,1,0.9746835,0.9620253,0.9367089,0.9113924,0.8734177,0.835443,0.8227848,0.6708861,0.6455696,0.5696203,0.5189873,0.5063291,0.4177215,0.3164557,0.2405063,0.2025316,0.1772152,0.1139241,0.07594937,0.03797468,0.01265823,0
109,0.25,0,1,0.8481013,0.8101266,0.7974684,0.7848101,0.7594937,0.721519,0.6962025,0.6835443,0.6582278,0.6202532,0.5822785,0.5316456,0.4810127,0.3924051,0.3670886,0.2151899,0.1392405,0.1265823,0.08860759,0.05063291,0.02531646,0
110,0.25,0,1,0.9113924,0.8860759,0.8607595,0.7848101,0.721519,0.6962025,0.6708861,0.6455696,0.5949367,0.5822785,0.556962,0.3670886,0.3291139,0.278481,0.2658228,0.2278481,0.164557,0.1392405,0.1139241,0.06329114,0.02531646,0
111,0.25,0,1,0.9620253,0.8987342,0.835443,0.8227848,0.7974684,0.7721519,0.5822785,0.5443038,0.5316456,0.5063291,0.4810127,0.4556962,0.4177215,0.3670886,0.3544304,0.3291139,0.2911392,0.2531646,0.1898734,0.164557,0.1139241,0
112,0.25,0,1,0.9746835,0.9367089,0.9113924,0.8987342,0.8734177,0.835443,0.7468354,0.721519,0.6962025,0.6708861,0.6202532,0.6075949,0.5949367,0.4303797,0.3924051,0.3670886,0.278481,0.2531646,0.1518987,0.07594937,0.05063291,0
113,0.25,0,1,0.9873418,0.9493671,0.9240506,0.8860759,0.8227848,0.7721519,0.7594937,0.7468354,0.721519,0.6329114,0.6075949,0.5822785,0.556962,0.5443038,0.3670886,0.3291139,0.3037975,0.2911392,0.1772152,0.08860759,0.05063291,0
114,0.25,0,1,0.9873418,0.9746835,0.9620253,0.9240506,0.8860759,0.8734177,0.8481013,0.7848101,0.7594937,0.7468354,0.721519,0.7088608,0.6075949,0.5696203,0.5443038,0.5189873,0.5063291,0.3417722,0.3037975,0.2531646,0.1392405,0.05063291
115,0.25,0,1,0.9746835,0.9493671,0.8987342,0.8734177,0.835443,0.7974684,0.7848101,0.7594937,0.7468354,0.721519,0.6962025,0.6708861,0.6455696,0.5696203,0.5443038,0.4683544,0.3797468,0.3544304,0.2405063,0.2278481,0.03797468,0.01265823
116,0.25,0,1,0.9746835,0.7974684,0.7088608,0.6329114,0.5949367,0.556962,0.5316456,0.5063291,0.4810127,0.4683544,0.443038,0.4177215,0.4050633,0.3670886,0.3164557,0.2911392,0.1898734,0.164557,0.1392405,0.1012658,0.07594937,0
117,0.25,0,1,0.9746835,0.9493671,0.9113924,0.8860759,0.8481013,0.8227848,0.7848101,0.7721519,0.7468354,0.5822785,0.556962,0.4683544,0.3924051,0.3417722,0.3164557,0.2911392,0.2278481,0.2025316,0.1518987,0.03797468,0.01265823,0
118,0.25,0,1,0.9113924,0.8860759,0.7341772,0.7088608,0.6582278,0.6455696,0.6202532,0.5822785,0.4810127,0.4050633,0.3797468,0.3670886,0.3417722,0.2911392,0.2531646,0.2405063,0.2151899,0.1772152,0.1392405,0.1139241,0.05063291,0.02531646
119,0.25,0,1,0.9746835,0.9367089,0.9113924,0.8987342,0.8860759,0.8101266,0.7468354,0.7341772,0.7088608,0.6835443,0.6582278,0.6329114,0.5189873,0.4936709,0.4810127,0.4303797,0.3924051,0.3670886,0.3291139,0.08860759,0.02531646,0
120,0.25,0,1,0.9620253,0.9367089,0.8987342,0.8860759,0.7974684,0.7721519,0.7468354,0.7341772,0.7088608,0.6835443,0.6582278,0.6455696,0.4810127,0.443038,0.4177215,0.3670886,0.3291139,0.3037975,0.1898734,0.08860759,0.06329114,0.03797468
121,0.25,0,1,0.9620253,0.8987342,0.8227848,0.7848101,0.7721519,0.7468354,0.721519,0.5063291,0.4810127,0.4683544,0.4177215,0.4050633,0.3797468,0.2405063,0.2151899,0.1898734,0.164557,0.1265823,0.08860759,0.05063291,0.01265823,0
122,0.25,0,1,0.9873418,0.9746835,0.9493671,0.9367089,0.9113924,0.8734177,0.8481013,0.7848101,0.721519,0.6962025,0.6582278,0.5822785,0.556962,0.5316456,0.4936709,0.4556962,0.4177215,0.3670886,0.3291139,0.1392405,0.1139241,0
123,0.25,0,1,0.9746835,0.9620253,0.9367089,0.7721519,0.7468354,0.7088608,0.6582278,0.6202532,0.5822785,0.556962,0.5443038,0.4556962,0.3797468,0.2911392,0.2658228,0.2405063,0.2151899,0.2025316,0.1772152,0.1265823,0.1139241,0
124,0.25,0,1,0.9873418,0.9746835,0.8227848,0.7974684,0.7341772,0.7088608,0.6962025,0.6708861,0.5696203,0.5443038,0.5189873,0.4936709,0.443038,0.4177215,0.4050633,0.3924051,0.3670886,0.2531646,0.164557,0.1139241,0.08860759,0.05063291
125,0.25,0,1,0.9873418,0.9746835,0.9620253,0.9240506,0.9113924,0.8734177,0.8481013,0.8101266,0.7974684,0.7721519,0.6962025,0.6075949,0.5822785,0.556962,0.443038,0.2531646,0.2025316,0.1772152,0.1518987,0.1392405,0.1012658,0
126,0.25,0,1,0.9746835,0.9620253,0.9113924,0.8987342,0.8101266,0.7848101,0.7594937,0.7341772,0.7088608,0.6962025,0.6708861,0.4810127,0.443038,0.4050633,0.3544304,0.3291139,0.3037975,0.2025316,0.1392405,0.1012658,0.02531646,0
127,0.25,0,1,0.9620253,0.9240506,0.9113924,0.8987342,0.8734177,0.721519,0.6962025,0.6708861,0.6329114,0.6075949,0.556962,0.4683544,0.3924051,0.3670886,0.3291139,0.278481,0.2405063,0.2151899,0.164557,0.1392405,0.1139241,0
128,0.25,0,1,0.9620253,0.9493671,0.9113924,0.8734177,0.8481013,0.8101266,0.7974684,0.7721519,0.7088608,0.6455696,0.6329114,0.5949367,0.5696203,0.5443038,0.5063291,0.443038,0.4177215,0.3670886,0.3417722,0.1518987,0.1139241,0
129,0.25,0,1,0.9873418,0.9620253,0.9367089,0.9240506,0.8734177,0.8481013,0.8101266,0.7974684,0.7594937,0.7468354,0.6708861,0.6075949,0.5822785,0.5443038,0.4810127,0.4556962,0.4303797,0.4177215,0.2151899,0.08860759,0.06329114,0
130,0.25,0,1,0.9367089,0.8607595,0.8227848,0.8101266,0.7974684,0.7721519,0.7468354,0.6455696,0.6202532,0.5822785,0.5443038,0.5189873,0.443038,0.4177215,0.3544304,0.3291139,0.3037975,0.278481,0.2658228,0.2405063,0.2025316,0.01265823
131,0.25,0,1,0.9620253,0.8734177,0.7974684,0.721519,0.6835443,0.6582278,0.6329114,0.4556962,0.4303797,0.4050633,0.3797468,0.3670886,0.3291139,0.3037975,0.2531646,0.2025316,0.1265823,0.1139241,0.08860759,0.06329114,0.02531646,0
132,0.25,0,1,0.9113924,0.7594937,0.7468354,0.6455696,0.5696203,0.5316456,0.4936709,0.4810127,0.4556962,0.3924051,0.3544304,0.3417722,0.2911392,0.2658228,0.2278481,0.1898734,0.164557,0.1392405,0.1139241,0.08860759,0.06329114,0.03797468
133,0.25,0,1,0.9746835,0.8227848,0.7974684,0.7594937,0.7341772,0.6962025,0.6075949,0.5316456,0.4810127,0.4556962,0.3544304,0.3291139,0.3164557,0.278481,0.2531646,0.2278481,0.2025316,0.164557,0.1518987,0.1139241,0.07594937,0
134,0.25,0,1,0.9746835,0.9367089,0.9113924,0.8987342,0.8734177,0.8101266,0.7341772,0.721519,0.6835443,0.6455696,0.6202532,0.5696203,0.5443038,0.5316456,0.4936709,0.3417722,0.3164557,0.1392405,0.1012658,0.05063291,0.01265823,0
135,0.25,0,1,0.9746835,0.8734177,0.8481013,0.835443,0.8101266,0.7721519,0.7594937,0.6075949,0.5822785,0.5063291,0.4936709,0.4810127,0.4556962,0.4303797,0.4050633,0.2911392,0.2151899,0.1898734,0.1265823,0.07594937,0.02531646,0
136,0.25,0,1,0.9873418,0.9620253,0.9367089,0.9113924,0.8481013,0.7848101,0.6835443,0.6455696,0.6202532,0.443038,0.4177215,0.3544304,0.3291139,0.2658228,0.2405063,0.1898734,0.164557,0.1265823,0.1012658,0.07594937,0.02531646,0
137,0.25,0,1,0.9367089,0.8734177,0.8481013,0.8227848,0.7848101,0.7594937,0.5696203,0.5189873,0.5063291,0.4810127,0.4556962,0.4303797,0.4177215,0.3670886,0.3417722,0.3164557,0.278481,0.2531646,0.2151899,0.1392405,0.1139241,0
138,0.25,0,1,0.9113924,0.8860759,0.8734177,0.721519,0.7088608,0.6962025,0.6582278,0.6202532,0.5949367,0.556962,0.5316456,0.5189873,0.4936709,0.4810127,0.443038,0.3544304,0.3164557,0.2911392,0.2531646,0.2151899,0.164557,0.05063291
139,0.25,0,1,0.9746835,0.8987342,0.8227848,0.7594937,0.721519,0.7088608,0.6835443,0.6582278,0.6075949,0.5822785,0.4050633,0.3797468,0.3544304,0.3417722,0.3291139,0.2911392,0.2531646,0.1392405,0.1139241,0.08860759,0.05063291,0.02531646
140,0.25,0,1,0.9746835,0.9620253,0.9367089,0.9240506,0.9113924,0.8734177,0.8481013,0.7974684,0.7721519,0.7468354,0.6329114,0.6202532,0.5949367,0.443038,0.4303797,0.3924051,0.2278481,0.1392405,0.1139241,0.06329114,0.03797468,0
141,0.25,0,1,0.9746835,0.9367089,0.8860759,0.8607595,0.7974684,0.7341772,0.7088608,0.6075949,0.5949367,0.556962,0.5189873,0.4936709,0.4810127,0.4556962,0.4303797,0.3544304,0.3291139,0.278481,0.2531646,0.06329114,0.02531646,0
142,0.25,0,1,0.9873418,0.9620253,0.9493671,0.9113924,0.8860759,0.8101266,0.5822785,0.5696203,0.5443038,0.5189873,0.4936709,0.4683544,0.4050633,0.3797468,0.3544304,0.3417722,0.2278481,0.2025316,0.1772152,0.1392405,0.08860759,0.05063291
143,0.25,0,1,0.9367089,0.8481013,0.8227848,0.8101266,0.7974684,0.6962025,0.6835443,0.6582278,0.6455696,0.6075949,0.4303797,0.3924051,0.3670886,0.3417722,0.3291139,0.2911392,0.2025316,0.164557,0.1012658,0.07594937,0.05063291,0.02531646
144,0.25,0,1,0.9620253,0.8734177,0.8481013,0.8101266,0.7848101,0.7721519,0.7468354,0.7088608,0.6329114,0.4050633,0.3797468,0.3544304,0.3037975,0.278481,0.2531646,0.2151899,0.1772152,0.1518987,0.08860759,0.06329114,0.02531646,0
145,0.25,0,1,0.9113924,0.8734177,0.8481013,0.8227848,0.7974684,0.7088608,0.6075949,0.5822785,0.556962,0.5063291,0.4810127,0.4556962,0.4303797,0.4177215,0.4050633,0.3924051,0.3670886,0.3037975,0.1139241,0.05063291,0.02531646,0
146,0.25,0,1,0.9620253,0.9367089,0.9240506,0.8987342,0.8481013,0.8101266,0.7848101,0.7468354,0.7341772,0.6962025,0.6835443,0.6582278,0.5949367,0.5316456,0.5063291,0.3164557,0.278481,0.2531646,0.2278481,0.2025316,0.164557,0
147,0.25,0,1,0.9873418,0.9746835,0.9620253,0.9367089,0.8987342,0.8734177,0.7848101,0.7594937,0.7341772,0.7088608,0.6835443,0.6455696,0.6075949,0.5189873,0.4177215,0.3924051,0.3670886,0.3291139,0.2531646,0.06329114,0.02531646,0
148,0.25,0,1,0.8481013,0.835443,0.8101266,0.7721519,0.7594937,0.6708861,0.6202532,0.5949367,0.5696203,0.5443038,0.5316456,0.5063291,0.4683544,0.443038,0.4177215,0.3670886,0.3417722,0.278481,0.2151899,0.1898734,0.164557,0.05063291
149,0.25,0,1,0.9873418,0.9493671,0.9240506,0.8734177,0.8481013,0.835443,0.8227848,0.7974684,0.7848101,0.7594937,0.7341772,0.721519,0.7088608,0.5443038,0.5063291,0.3797468,0.2658228,0.164557,0.1392405,0.1012658,0.06329114,0.03797468
150,0.25,0,1,0.9746835,0.9240506,0.8734177,0.8607595,0.7721519,0.7594937,0.7341772,0.721519,0.6962025,0.6075949,0.5189873,0.4936709,0.4556962,0.4303797,0.4050633,0.3924051,0.3670886,0.1772152,0.1265823,0.1012658,0.07594937,0.01265823
151,0.25,0,1,0.9746835,0.9493671,0.9113924,0.8860759,0.8607595,0.835443,0.6835443,0.6708861,0.6455696,0.6202532,0.5063291,0.4936709,0.4683544,0.3417722,0.2531646,0.2278481,0.1898734,0.1518987,0.1139241,0.03797468,0.01265823,0
152,0.25,0,1,0.9873418,0.9620253,0.9367089,0.9113924,0.8860759,0.8607595,0.835443,0.7974684,0.7721519,0.7341772,0.721519,0.6202532,0.5822785,0.556962,0.5189873,0.443038,0.3670886,0.2911392,0.1012658,0.06329114,0.05063291,0
153,0.25,0,1,0.9873418,0.9620253,0.9240506,0.9113924,0.8987342,0.8860759,0.8481013,0.8227848,0.7721519,0.7468354,0.721519,0.6329114,0.6075949,0.5949367,0.556962,0.4683544,0.3037975,0.278481,0.2531646,0.2151899,0.164557,0.05063291
154,0.25,0,1,0.9873418,0.9746835,0.9493671,0.9240506,0.8734177,0.7848101,0.7468354,0.721519,0.7088608,0.6329114,0.556962,0.5189873,0.4936709,0.4556962,0.4177215,0.3797468,0.1898734,0.1265823,0.1012658,0.07594937,0.05063291,0
155,0.25,0,1,0.9746835,0.9240506,0.8860759,0.8227848,0.7468354,0.721519,0.6835443,0.5822785,0.5443038,0.5189873,0.4810127,0.4556962,0.4303797,0.4177215,0.3797468,0.3544304,0.3291139,0.3037975,0.2911392,0.2658228,0.2025316,0.01265823
156,0.25,0,1,0.9746835,0.9493671,0.9367089,0.9113924,0.8987342,0.8734177,0.8227848,0.8101266,0.721519,0.6835443,0.6708861,0.6582278,0.6329114,0.5949367,0.5696203,0.5316456,0.443038,0.3544304,0.164557,0.1265823,0.08860759,0.05063291
157,0.25,0,1,0.9873418,0.9493671,0.9367089,0.9113924,0.8481013,0.7721519,0.7468354,0.721519,0.5443038,0.5316456,0.4936709,0.4556962,0.4303797,0.4050633,0.3670886,0.3291139,0.2025316,0.1772152,0.1139241,0.08860759,0.06329114,0
158,0.25,0,1,0.9873418,0.9620253,0.9240506,0.8987342,0.8734177,0.8481013,0.8227848,0.7721519,0.7594937,0.721519,0.6582278,0.6455696,0.5696203,0.5063291,0.4936709,0.443038,0.4177215,0.4050633,0.2151899,0.08860759,0.03797468,0
159,0.25,0,1,0.9620253,0.9367089,0.7848101,0.7721519,0.7341772,0.6455696,0.6202532,0.5822785,0.556962,0.5189873,0.5063291,0.4810127,0.4556962,0.443038,0.4177215,0.3797468,0.3037975,0.2025316,0.1012658,0.07594937,0.05063291,0
160,0.25,0,1,0.9620253,0.9367089,0.9113924,0.7974684,0.7721519,0.7341772,0.7088608,0.6962025,0.6835443,0.6582278,0.6329114,0.6202532,0.5822785,0.556962,0.3924051,0.3670886,0.2658228,0.1898734,0.164557,0.1139241,0.07594937,0
161,0.25,0,1,0.9873418,0.9493671,0.9240506,0.9113924,0.8860759,0.8607595,0.8481013,0.8101266,0.5949367,0.5696203,0.5443038,0.4303797,0.3797468,0.3417722,0.3291139,0.3037975,0.2658228,0.2405063,0.1392405,0.06329114,0.03797468,0
162,0.25,0,1,0.9746835,0.9493671,0.9367089,0.9240506,0.8987342,0.8607595,0.8481013,0.8101266,0.7848101,0.7341772,0.5696203,0.4683544,0.4303797,0.4177215,0.3924051,0.278481,0.1898734,0.1772152,0.1392405,0.08860759,0.06329114,0
163,0.25,0,1,0.9746835,0.9620253,0.9493671,0.9367089,0.9113924,0.8987342,0.8860759,0.8481013,0.8227848,0.7848101,0.721519,0.6962025,0.6708861,0.5949367,0.5189873,0.4936709,0.3037975,0.1772152,0.1518987,0.08860759,0.05063291,0
164,0.25,0,1,0.9873418,0.9493671,0.9240506,0.8987342,0.8101266,0.7848101,0.7594937,0.7088608,0.6835443,0.6708861,0.6455696,0.5822785,0.4177215,0.3797468,0.3670886,0.3291139,0.2911392,0.2531646,0.2405063,0.1898734,0.07594937,0
165,0.25,0,1,0.9746835,0.9113924,0.8481013,0.8101266,0.7848101,0.7341772,0.556962,0.4556962,0.4177215,0.4050633,0.3797468,0.3417722,0.3164557,0.2531646,0.2278481,0.2025316,0.1772152,0.1518987,0.1265823,0.06329114,0.02531646,0
166,0.25,0,1,0.9746835,0.9493671,0.9240506,0.9113924,0.7594937,0.6708861,0.6329114,0.5822785,0.556962,0.5316456,0.4810127,0.4556962,0.3544304,0.2658228,0.2278481,0.1518987,0.1265823,0.1012658,0.08860759,0.05063291,0.01265823,0
167,0.25,0,1,0.9746835,0.9620253,0.9493671,0.9367089,0.9240506,0.9113924,0.8734177,0.8101266,0.7341772,0.5189873,0.4810127,0.4556962,0.4177215,0.3924051,0.3544304,0.278481,0.2531646,0.2405063,0.1898734,0.07594937,0.02531646,0
168,0.25,0,1,0.9367089,0.7088608,0.6708861,0.6582278,0.6329114,0.6075949,0.5822785,0.5696203,0.556962,0.5316456,0.4683544,0.4556962,0.4303797,0.3797468,0.3544304,0.3291139,0.3037975,0.278481,0.2278481,0.2025316,0.1392405,0
169,0.25,0,1,0.9746835,0.9240506,0.8987342,0.8607595,0.835443,0.8227848,0.7974684,0.7848101,0.7468354,0.7088608,0.6835443,0.5189873,0.4810127,0.4556962,0.4303797,0.3670886,0.3544304,0.2658228,0.2405063,0.2025316,0.164557,0.05063291
170,0.25,0,1,0.9873418,0.9620253,0.9113924,0.8987342,0.8101266,0.7974684,0.7721519,0.6075949,0.5696203,0.5316456,0.5063291,0.4810127,0.4303797,0.3924051,0.3544304,0.3417722,0.3037975,0.1898734,0.1265823,0.08860759,0.06329114,0.03797468
171,0.25,0,1,0.9746835,0.9493671,0.9113924,0.8734177,0.835443,0.7721519,0.6962025,0.6708861,0.6329114,0.4177215,0.4050633,0.3797468,0.3544304,0.3291139,0.2911392,0.2531646,0.1392405,0.1139241,0.08860759,0.07594937,0.02531646,0
172,0.25,0,1,0.9746835,0.9493671,0.835443,0.6835443,0.6455696,0.6329114,0.6075949,0.5822785,0.556962,0.5316456,0.4810127,0.4556962,0.4177215,0.3924051,0.3670886,0.3544304,0.3291139,0.3164557,0.2911392,0.2531646,0.1392405,0.05063291
173,0.25,0,1,0.9746835,0.9367089,0.9240506,0.835443,0.8101266,0.7721519,0.7468354,0.7088608,0.6962025,0.6835443,0.5189873,0.4810127,0.4556962,0.3924051,0.278481,0.1772152,0.1518987,0.1265823,0.1012658,0.07594937,0.05063291,0
174,0.25,0,1,0.9746835,0.9113924,0.8481013,0.8101266,0.7721519,0.7468354,0.7341772,0.721519,0.6962025,0.6582278,0.6202532,0.4683544,0.443038,0.4303797,0.4050633,0.3924051,0.3544304,0.3291139,0.2911392,0.07594937,0.02531646,0
175,0.25,0,1,0.9873418,0.835443,0.8101266,0.7594937,0.7468354,0.721519,0.6835443,0.6582278,0.6329114,0.5189873,0.4936709,0.4683544,0.4050633,0.3797468,0.3670886,0.2658228,0.1898734,0.164557,0.1012658,0.07594937,0.02531646,0
176,0.25,0,1,0.9873418,0.9746835,0.9493671,0.9240506,0.8987342,0.8734177,0.835443,0.6835443,0.6582278,0.6455696,0.6075949,0.5822785,0.5063291,0.4050633,0.3291139,0.2911392,0.2658228,0.2278481,0.1898734,0.07594937,0.02531646,0
177,0.25,0,1,0.9746835,0.9367089,0.9113924,0.8860759,0.8481013,0.8227848,0.7848101,0.7721519,0.7594937,0.7468354,0.721519,0.6962025,0.6075949,0.3544304,0.3291139,0.3037975,0.278481,0.164557,0.1265823,0.1012658,0.02531646,0
178,0.25,0,1,0.9873418,0.9620253,0.9367089,0.8987342,0.8734177,0.8607595,0.835443,0.7721519,0.6962025,0.6835443,0.4936709,0.4556962,0.4050633,0.3670886,0.3544304,0.3291139,0.2151899,0.1898734,0.1139241,0.08860759,0.03797468,0
179,0.25,0,1,0.9620253,0.9493671,0.9367089,0.9113924,0.8987342,0.8734177,0.835443,0.7974684,0.7088608,0.6835443,0.5949367,0.5189873,0.3164557,0.2911392,0.2531646,0.2405063,0.2278481,0.2025316,0.1265823,0.07594937,0.03797468,0.01265823
180,0.25,0,1,0.9746835,0.9493671,0.9367089,0.9113924,0.8607595,0.8481013,0.8227848,0.7721519,0.6835443,0.6075949,0.5316456,0.5063291,0.4683544,0.4303797,0.3417722,0.3291139,0.3037975,0.1139241,0.08860759,0.05063291,0.02531646,0
181,0.25,0,1,0.9746835,0.9620253,0.9240506,0.8987342,0.8734177,0.8607595,0.8481013,0.7848101,0.7088608,0.6329114,0.6075949,0.5822785,0.556962,0.5316456,0.3291139,0.278481,0.2405063,0.2151899,0.2025316,0.08860759,0.06329114,0.03797468
182,0.25,0,1,0.9873418,0.8987342,0.8734177,0.7974684,0.721519,0.6962025,0.6708861,0.6582278,0.6455696,0.6202532,0.5696203,0.5316456,0.3544304,0.3417722,0.3037975,0.2278481,0.2025316,0.1518987,0.1139241,0.06329114,0.03797468,0.01265823
183,0.25,0,1,0.9746835,0.8227848,0.7974684,0.7721519,0.7594937,0.7088608,0.6202532,0.5949367,0.5696203,0.5443038,0.5063291,0.4050633,0.3291139,0.2911392,0.278481,0.2531646,0.2278481,0.1898734,0.1265823,0.06329114,0.02531646,0
184,0.25,0,1,0.9873418,0.9620253,0.9493671,0.9240506,0.8987342,0.8734177,0.8607595,0.8481013,0.7594937,0.721519,0.6835443,0.6708861,0.6455696,0.443038,0.3924051,0.3670886,0.2531646,0.164557,0.1265823,0.07594937,0.05063291,0.02531646
185,0.25,0,1,0.9746835,0.8734177,0.8481013,0.8227848,0.7721519,0.7468354,0.721519,0.6708861,0.6455696,0.6075949,0.5822785,0.5696203,0.4936709,0.4050633,0.3924051,0.3670886,0.3037975,0.278481,0.08860759,0.05063291,0.02531646,0
186,0.25,0,1,0.9746835,0.9620253,0.9367089,0.9113924,0.8987342,0.8734177,0.8101266,0.7848101,0.7594937,0.7468354,0.721519,0.6962025,0.6582278,0.6075949,0.556962,0.5443038,0.5189873,0.3164557,0.2151899,0.1898734,0.164557,0.05063291
187,0.25,0,1,0.9873418,0.9746835,0.9367089,0.9113924,0.8860759,0.8607595,0.8227848,0.6708861,0.5822785,0.5696203,0.5443038,0.5189873,0.4936709,0.4556962,0.4303797,0.3924051,0.3797468,0.3291139,0.2151899,0.1392405,0.08860759,0.05063291
188,0.25,0,1,0.9746835,0.9620253,0.9493671,0.9113924,0.8987342,0.8734177,0.8481013,0.7974684,0.7594937,0.7468354,0.5696203,0.4556962,0.3797468,0.3417722,0.3291139,0.3037975,0.2658228,0.2405063,0.08860759,0.06329114,0.03797468,0
189,0.25,0,1,0.9746835,0.9493671,0.9113924,0.8607595,0.835443,0.8227848,0.7974684,0.7341772,0.721519,0.6962025,0.6708861,0.6455696,0.6202532,0.5696203,0.556962,0.5316456,0.5063291,0.3417722,0.2405063,0.1518987,0.1265823,0
190,0.25,0,1,0.9113924,0.8987342,0.7341772,0.6962025,0.6835443,0.6582278,0.6455696,0.6329114,0.5949367,0.556962,0.5443038,0.5189873,0.4936709,0.4556962,0.4050633,0.3924051,0.3417722,0.3037975,0.2658228,0.2278481,0.164557,0.05063291
191,0.25,0,1,0.9873418,0.9746835,0.9367089,0.8481013,0.8227848,0.7848101,0.7594937,0.7341772,0.721519,0.7088608,0.6835443,0.6455696,0.5696203,0.556962,0.5443038,0.3670886,0.3164557,0.278481,0.2531646,0.2151899,0.1898734,0.05063291
192,0.25,0,1,0.9746835,0.9493671,0.9240506,0.835443,0.8101266,0.7848101,0.6075949,0.5949367,0.556962,0.5189873,0.4810127,0.4556962,0.4303797,0.3924051,0.3797468,0.3417722,0.3164557,0.2911392,0.2658228,0.2025316,0.1772152,0.05063291
193,0.25,0,1,0.9746835,0.9620253,0.9367089,0.9113924,0.8227848,0.8101266,0.7974684,0.7848101,0.7721519,0.7341772,0.6582278,0.5696203,0.5316456,0.5063291,0.4810127,0.4303797,0.4050633,0.3291139,0.2911392,0.2405063,0.2025316,0.01265823
194,0.25,0,1,0.9746835,0.9493671,0.9240506,0.7594937,0.7341772,0.7088608,0.6329114,0.5949367,0.5696203,0.556962,0.5316456,0.5189873,0.5063291,0.4936709,0.4810127,0.443038,0.4050633,0.3544304,0.2531646,0.2025316,0.164557,0.05063291
195,0.25,0,1,0.9746835,0.9620253,0.8987342,0.8227848,0.7721519,0.7468354,0.5696203,0.556962,0.5316456,0.5063291,0.4050633,0.3924051,0.3670886,0.3291139,0.3037975,0.2531646,0.2025316,0.164557,0.1392405,0.1012658,0.01265823,0
196,0.25,0,1,0.9746835,0.9493671,0.9367089,0.9240506,0.8860759,0.8607595,0.8101266,0.6582278,0.6202532,0.5949367,0.5696203,0.5443038,0.4936709,0.3670886,0.2151899,0.1898734,0.1518987,0.1139241,0.08860759,0.05063291,0.02531646,0
197,0.25,0,1,0.9873418,0.9620253,0.9367089,0.9240506,0.8987342,0.8607595,0.835443,0.7974684,0.7721519,0.6962025,0.6329114,0.5949367,0.556962,0.3797468,0.3544304,0.278481,0.2405063,0.2151899,0.1898734,0.164557,0.02531646,0
198,0.25,0,1,0.8481013,0.8227848,0.8101266,0.7974684,0.7594937,0.6962025,0.6075949,0.5189873,0.4936709,0.4683544,0.4303797,0.4050633,0.3797468,0.3417722,0.3164557,0.2658228,0.2405063,0.2151899,0.07594937,0.05063291,0.02531646,0
